Nombre del Audio,Frecuencia de Corte Óptima
G57_20180621_174500.wav,5507.625415883375
G57_20180625_013600.wav,5987.700049383319
G57_20180624_071500.wav,6083.255643169032
G57_20180625_004800.wav,6084.969981403628
G57_20180624_061500.wav,6162.547829421846
G57_20180621_093600.wav,5410.400351156656
G57_20180618_174500.wav,5415.949351638894
G57_20180620_222400.wav,6143.872797157134
G57_20180623_191500.wav,6173.577291738862
G57_20180625_064500.wav,5857.287446461263
G57_20180620_050000.wav,5808.598714395844
G57_20180624_191500.wav,6178.520450282075
G57_20180620_232800.wav,6110.223449439386
G57_20180619_053000.wav,5778.893784610898
G57_20180623_071500.wav,6344.608490798768
G57_20180622_174500.wav,5526.235097026856
G57_20180621_105600.wav,5512.561412251436
G57_20180622_181500.wav,5820.470951643608
G57_20180623_050000.wav,6189.518671729014
G57_20180624_171500.wav,5512.093612547686
G57_20180620_044800.wav,6027.98124376184
G57_20180625_053000.wav,5963.228255737766
G57_20180621_040000.wav,6139.069060383839
G57_20180621_124800.wav,5472.378107242015
G57_20180625_074500.wav,5771.368781132947
G57_20180621_024000.wav,6005.158367055315
G57_20180623_171500.wav,5438.779970518667
G57_20180625_084800.wav,5797.346970494212
G57_20180624_181500.wav,5758.873335205334
G57_20180624_224000.wav,6061.717584571089
G57_20180624_013600.wav,5734.061534757376
G57_20180621_003200.wav,5778.589214506564
G57_20180625_080000.wav,5776.17366382982
G57_20180621_051500.wav,6271.1755313757885
G57_20180625_044800.wav,6022.959355258872
G57_20180622_184500.wav,5823.277364782377
G57_20180621_145600.wav,5433.724943180501
G57_20180621_031200.wav,6087.127560816795
G57_20180621_063000.wav,6209.2326626668255
G57_20180622_074500.wav,6489.988094710073
G57_20180624_063000.wav,5992.560867772666
G57_20180619_051500.wav,5300.4150685665
G57_20180619_050000.wav,5934.459455328398
G57_20180621_112800.wav,5371.485083226811
G57_20180620_224000.wav,6039.942692594261
G57_20180621_100800.wav,5511.366442245839
G57_20180620_173000.wav,5517.622441524173
G57_20180621_081600.wav,5848.569465612605
G57_20180618_170000.wav,5252.304721452433
G57_20180625_012000.wav,6019.654268983115
G57_20180621_120000.wav,5432.665037861752
G57_20180619_074500.wav,6722.8861480897
G57_20180620_081600.wav,6202.102780138675
G57_20180619_174500.wav,6282.539396645405
G57_20180621_032800.wav,5939.791327140338
G57_20180624_070000.wav,6180.661539999216
G57_20180622_071500.wav,6116.014583376703
G57_20180622_061500.wav,5948.291226514511
G57_20180625_041600.wav,5788.379014276165
G57_20180623_053000.wav,6396.677650074614
G57_20180621_000000.wav,5947.064553353347
G57_20180621_095200.wav,5393.552684418715
G57_20180621_025600.wav,6260.397469166109
G57_20180620_231200.wav,6183.8422567490425
G57_20180623_193000.wav,6521.821567340935
G57_20180625_024000.wav,6107.707899403489
G57_20180621_073000.wav,6418.063267438925
G57_20180621_193000.wav,6246.7354741516365
G57_20180619_073000.wav,6668.962641597452
G57_20180620_201600.wav,6278.425766246423
G57_20180621_092000.wav,5480.671640162121
G57_20180624_183000.wav,5696.812801784796
G57_20180622_073000.wav,6083.702070635856
G57_20180621_171500.wav,5349.039202479049
G57_20180620_234400.wav,5986.406581107558
G57_20180621_133600.wav,5725.200353978859
G57_20180621_194500.wav,6151.757724714416
G57_20180623_060000.wav,6088.955206672948
G57_20180621_060000.wav,6180.086624601246
G57_20180622_040000.wav,5830.166752935924
G57_20180621_004800.wav,5725.630460095255
G57_20180625_081600.wav,5818.405337520572
G57_20180618_191500.wav,5226.723749560087
G57_20180622_053000.wav,5555.389165577912
G57_20180619_173000.wav,5865.585778890043
G57_20180620_215200.wav,5750.331336193529
G57_20180621_015200.wav,6232.386159345948
G57_20180620_184500.wav,6160.319561746117
G57_20180619_191500.wav,6161.415940116695
G57_20180619_180000.wav,6412.706347727053
G57_20180620_213600.wav,6201.3081280670785
G57_20180621_183000.wav,6181.753811735595
G57_20180618_173000.wav,5390.825408754509
G57_20180624_012000.wav,5734.861057697998
G57_20180623_173000.wav,5332.213468564879
G57_20180621_135200.wav,5345.000871334272
G57_20180625_070000.wav,6184.520116601039
G57_20180619_190000.wav,6405.324275339128
G57_20180621_084800.wav,5615.861846720779
G57_20180622_070000.wav,5969.734024243489
