Nombre del Audio,Frecuencia de Corte Óptima
G03_20180517_034400.wav,6006.178588322082
G03_20180517_043200.wav,6190.540491057981
G03_20180513_170000.wav,6022.566018003166
G03_20180517_083200.wav,6423.303380524466
G03_20180514_060000.wav,5887.754993539543
G03_20180516_060000.wav,5832.04676482624
G03_20180513_061500.wav,5204.736042177256
G03_20180513_190000.wav,6504.494225244725
G03_20180517_135200.wav,5690.860850747202
G03_20180514_070000.wav,6174.085000909842
G03_20180517_051500.wav,5894.401455454433
G03_20180511_170000.wav,5631.612256616574
G03_20180514_181500.wav,6077.206449100498
G03_20180515_061500.wav,5901.430597456885
G03_20180515_171500.wav,6390.5135538836485
G03_20180513_074500.wav,5349.816875220697
G03_20180517_022400.wav,5975.0784268342795
G03_20180516_051500.wav,4971.393802689157
G03_20180515_194500.wav,5809.847007805565
G03_20180514_074500.wav,5770.436632199312
G03_20180516_200000.wav,6060.211732113788
G03_20180512_054500.wav,5251.221559617339
G03_20180516_215200.wav,6215.722732217365
G03_20180515_063000.wav,5926.32765250346
G03_20180514_171500.wav,6182.290610427158
G03_20180517_074500.wav,4675.430500830421
G03_20180516_064500.wav,4666.920124365929
G03_20180512_191500.wav,6391.117415562825
G03_20180516_063000.wav,6423.645420573755
G03_20180516_161600.wav,5885.367994460584
G03_20180513_054500.wav,5820.7471114331975
G03_20180517_001600.wav,5850.013544721646
G03_20180513_063000.wav,4455.851226643423
G03_20180513_181500.wav,6519.457945463822
G03_20180516_061500.wav,4754.542963317565
G03_20180517_010400.wav,5840.1957332826905
G03_20180513_184500.wav,6544.846833361207
G03_20180515_170000.wav,5888.118374817111
G03_20180516_073000.wav,6071.364640218948
G03_20180517_144000.wav,5597.723412290985
G03_20180515_180000.wav,6347.232719028034
G03_20180516_225600.wav,5739.569327382438
G03_20180517_130400.wav,5647.963900051298
G03_20180511_183000.wav,6284.535480405457
G03_20180517_090400.wav,6607.3612575067455
G03_20180514_073000.wav,5852.291706501852
G03_20180516_222400.wav,6089.579093509467
G03_20180516_190000.wav,5876.92477622004
G03_20180516_173000.wav,5672.398116127518
G03_20180517_040000.wav,6125.134915891333
G03_20180512_073000.wav,4798.863729554502
G03_20180517_024000.wav,5780.552735259429
G03_20180515_050000.wav,5888.204416158513
G03_20180517_084800.wav,6682.544955031394
G03_20180513_071500.wav,4996.656563770271
G03_20180517_105600.wav,5393.930945149502
G03_20180517_095200.wav,6210.99963192544
G03_20180517_114400.wav,5553.579429974696
G03_20180516_171500.wav,5607.194238602016
G03_20180511_191500.wav,5967.07763057365
G03_20180515_191500.wav,5846.704681268921
G03_20180511_133600.wav,5364.974118944677
G03_20180517_111200.wav,5435.362727361788
G03_20180516_212000.wav,5959.485804656108
G03_20180511_184500.wav,6276.394053728729
G03_20180516_183000.wav,5924.549398800049
G03_20180515_174500.wav,6067.041151433393
G03_20180514_191500.wav,5969.848096103689
G03_20180517_015200.wav,5842.387910206095
G03_20180516_213600.wav,6188.988879809094
G03_20180517_025600.wav,5791.741346726651
G03_20180517_054500.wav,6066.168472909207
G03_20180516_194500.wav,5980.390338536076
G03_20180512_074500.wav,5298.503750575528
G03_20180517_044800.wav,6278.469142130845
G03_20180516_234400.wav,5707.728287336901
G03_20180517_104000.wav,5618.356649449622
G03_20180517_053000.wav,5492.022762903714
G03_20180514_061500.wav,6033.819317890283
G03_20180517_070000.wav,5637.768668624257
G03_20180512_184500.wav,6996.124460647447
G03_20180517_080000.wav,3955.8476314088043
G03_20180517_132000.wav,5576.514718808928
G03_20180513_171500.wav,5770.045057863055
G03_20180512_071500.wav,5151.226140035279
G03_20180516_074500.wav,6451.60358156468
G03_20180512_173000.wav,5664.243242512569
G03_20180515_073000.wav,5895.827335750546
G03_20180512_050000.wav,5904.680215400713
G03_20180514_180000.wav,6244.392220770134
G03_20180515_071500.wav,6098.948935687728
G03_20180511_180000.wav,5332.789293387153
G03_20180517_061500.wav,6104.775203585761
G03_20180512_061500.wav,5795.211639991615
G03_20180515_070000.wav,6093.551802003442
G03_20180511_193000.wav,6075.6247841574805
G03_20180514_071500.wav,5899.923725620993
G03_20180515_054500.wav,5918.157713698249
G03_20180515_184500.wav,5856.6849281757995
G03_20180513_174500.wav,6176.677827851705
