Nombre del Audio,Frecuencia de Corte Óptima
G58_20180704_044800.wav,5881.425429080151
G58_20180704_084800.wav,3285.766539601377
G58_20180630_073000.wav,6249.915849350767
G58_20180703_222400.wav,5473.74238794445
G58_20180701_060000.wav,5880.472690602075
G58_20180703_163200.wav,5280.502645261688
G58_20180703_203200.wav,5503.566634585137
G58_20180630_061500.wav,5989.3385670599355
G58_20180703_081600.wav,5910.059515126959
G58_20180701_050000.wav,5825.499547771115
G58_20180703_171500.wav,6201.173809214776
G58_20180704_010400.wav,5475.922348158651
G58_20180627_194500.wav,5559.258216989999
G58_20180703_083200.wav,5697.942832827273
G58_20180703_193000.wav,5641.7730045116705
G58_20180627_180000.wav,5157.020959360858
G58_20180704_043200.wav,5884.32575830527
G58_20180704_090400.wav,4081.867022460071
G58_20180629_170000.wav,5592.291573118105
G58_20180628_173000.wav,5700.561262733899
G58_20180630_050000.wav,6073.564456896739
G58_20180701_180000.wav,5356.823595670158
G58_20180629_050000.wav,5776.325994297434
G58_20180703_064500.wav,5737.963768000834
G58_20180703_121600.wav,4113.691279444919
G58_20180629_070000.wav,5943.370906736816
G58_20180703_095200.wav,6684.4932576879255
G58_20180702_181500.wav,5378.338938086365
G58_20180704_064500.wav,5699.5831782417135
G58_20180703_080000.wav,5676.818360095635
G58_20180627_183000.wav,5538.722287068023
G58_20180703_040000.wav,5675.930719032377
G58_20180628_174500.wav,5694.715145700609
G58_20180701_071500.wav,6259.538744843971
G58_20180703_191500.wav,5548.071686016477
G58_20180628_170000.wav,5539.272735164272
G58_20180701_051500.wav,5741.596774112705
G58_20180628_184500.wav,5592.671480393637
G58_20180703_170000.wav,5221.616431483339
G58_20180629_060000.wav,5910.322565782994
G58_20180703_104000.wav,3260.0671395340432
G58_20180703_070000.wav,5687.174490752358
G58_20180704_022400.wav,5478.689079421715
G58_20180704_025600.wav,5484.73722238968
G58_20180629_054500.wav,5661.312791439018
G58_20180701_183000.wav,5476.74772862631
G58_20180629_181500.wav,5588.702277116046
G58_20180701_193000.wav,5508.860957062094
G58_20180703_025600.wav,5656.098035204359
G58_20180630_183000.wav,5522.45013881336
G58_20180703_044800.wav,5766.679202977827
G58_20180703_105600.wav,4728.468161755786
G58_20180701_063000.wav,5992.858836920371
G58_20180704_081600.wav,6377.52638128515
G58_20180627_054500.wav,4862.217644743964
G58_20180628_180000.wav,4982.203761962105
G58_20180703_090400.wav,6122.0415583503855
G58_20180704_012000.wav,5414.2716779322445
G58_20180626_190000.wav,5564.98781219428
G58_20180628_064500.wav,5975.084399447767
G58_20180630_180000.wav,5425.582054044208
G58_20180628_053000.wav,4461.380576228339
G58_20180702_180000.wav,5525.9481309930325
G58_20180629_194500.wav,5647.855578350003
G58_20180703_201600.wav,5680.7917043071575
G58_20180629_173000.wav,5844.601039609375
G58_20180701_191500.wav,5438.053920269566
G58_20180629_061500.wav,5761.592514850806
G58_20180703_114400.wav,4231.546613422049
G58_20180629_053000.wav,5714.354843838882
G58_20180704_080000.wav,6330.372054075201
G58_20180702_050000.wav,5990.2100852165595
G58_20180704_031200.wav,5572.301967891203
G58_20180626_174500.wav,5637.117738154413
G58_20180702_183000.wav,5402.2126986510375
G58_20180704_050000.wav,5967.055821791197
G58_20180703_043200.wav,5619.762841023965
G58_20180704_073000.wav,5945.744685536678
G58_20180703_041600.wav,5685.188467823062
G58_20180702_071500.wav,5657.243134571286
G58_20180628_194500.wav,5514.579371373659
G58_20180704_061500.wav,5988.256276203337
G58_20180701_053000.wav,5828.916746816924
G58_20180704_040000.wav,5707.657856656228
G58_20180702_074500.wav,6009.9329742485525
G58_20180627_173000.wav,5639.3927966152205
G58_20180630_171500.wav,6749.567940802912
G58_20180703_112800.wav,4583.4586530518
G58_20180701_064500.wav,6222.797796619294
G58_20180630_173000.wav,5614.542294157159
G58_20180630_193000.wav,5484.623390622508
G58_20180630_074500.wav,6159.875918453384
G58_20180627_074500.wav,6098.002694041597
G58_20180628_191500.wav,5585.334475010804
G58_20180702_174500.wav,5924.897218805552
G58_20180702_170000.wav,5915.790975710197
G58_20180627_190000.wav,5488.30288740077
G58_20180703_161600.wav,5651.567578379108
G58_20180702_061500.wav,4965.744207531256
G58_20180627_181500.wav,5387.784340667845
