Nombre del Audio,Frecuencia de Corte Óptima
20220904_121500.WAV,25226.209286026267
20220904_141500.WAV,26794.04044697744
20220904_161500.WAV,26334.288093516312
20220904_153000.WAV,25526.20417099219
20220904_150000.WAV,27261.229632465525
20220904_133000.WAV,26004.18499608599
20220904_143000.WAV,26549.66605585884
20220904_173000.WAV,24983.925230153534
20220904_110000.WAV,23589.57333217758
20220904_120000.WAV,24914.292152037935
20220904_170000.WAV,25523.66321660031
20220904_111500.WAV,25585.963394646093
20220904_130000.WAV,25237.042727173346
20220904_114500.WAV,23988.147618240248
20220904_140000.WAV,26634.82540133304
20220904_163000.WAV,25672.919898971104
20220904_164500.WAV,25577.900795832134
20220904_151500.WAV,26749.062898814085
20220904_171500.WAV,24348.431924035616
20220904_160000.WAV,26455.686743929757
20220904_144500.WAV,26215.656741505125
20220904_180000.WAV,24324.75138063819
20220904_131500.WAV,25801.91710487196
20220904_123000.WAV,25958.025226774622
20220904_134500.WAV,25963.3994299858
20220904_181500.WAV,26829.128783607506
20220904_113000.WAV,26147.80657225816
20220904_104500.WAV,24200.94721834297
20220904_154500.WAV,25899.776471137844
20220904_124500.WAV,26296.048592660052
