RZUA01RZUA01_cut_off,RZUA04RZUA04_cut_off,RZUB04RZUB04_cut_off,RZUC03RZUC03_cut_off,RZUC10RZUC10_cut_off,RZUD07RZUD07_cut_off,RZUE07RZUE07_cut_off,RZUF09RZUF09_cut_off,RZUG04RZUG04_cut_off
52883.44836506218,53469.78948356151,53615.6342648075,53114.84114379431,51372.98103584329,46812.256849239726,50981.49670804504,50907.11139935742,53458.18162271634
